pid	date	area	location	natural_lawson_store	y
p014	201602	関東	ビジネス立地	0	3.6725
p014	201603	関東	ビジネス立地	0	4.1937
p014	201604	関東	ビジネス立地	0	3.7444
p014	201605	関東	ビジネス立地	0	3.4316
p014	201506	関東	ビジネス立地	1	7.1288
p014	201507	関東	ビジネス立地	1	7.5839
p014	201508	関東	ビジネス立地	1	6.0356
p014	201509	関東	ビジネス立地	1	5.8986
p014	201510	関東	ビジネス立地	1	7.298
p014	201511	関東	ビジネス立地	1	6.2202
p014	201512	関東	ビジネス立地	1	6.1862
p014	201601	関東	ビジネス立地	1	6.1562
p014	201602	関東	ビジネス立地	1	6.7343
p014	201603	関東	ビジネス立地	1	8.2761
p014	201604	関東	ビジネス立地	1	8.3752
p014	201605	関東	ビジネス立地	1	7.108
p014	201506	関東	住宅立地	0	3.2105
p014	201507	関東	住宅立地	0	2.6643
p014	201508	関東	住宅立地	0	2.3394
p014	201509	関東	住宅立地	0	2.5876
p014	201510	関東	住宅立地	0	3.1724
p014	201511	関東	住宅立地	0	2.7281
p014	201512	関東	住宅立地	0	2.505
p014	201601	関東	住宅立地	0	2.4779
p014	201602	関東	住宅立地	0	2.7291
p014	201603	関東	住宅立地	0	3.0167
p014	201604	関東	住宅立地	0	3.1435
p014	201605	関東	住宅立地	0	2.8314
p014	201506	関東	住宅立地	1	5.6074
p014	201507	関東	住宅立地	1	5.5982
p014	201508	関東	住宅立地	1	4.9742
p014	201509	関東	住宅立地	1	4.8732
p014	201510	関東	住宅立地	1	6.2956
p014	201511	関東	住宅立地	1	5.1944
p014	201512	関東	住宅立地	1	4.9833
p014	201601	関東	住宅立地	1	5.3963
p014	201602	関東	住宅立地	1	5.3963
p014	201603	関東	住宅立地	1	6.2773
p014	201604	関東	住宅立地	1	6.4425
p014	201605	関東	住宅立地	1	5.2953
p014	201506	関東	学校立地	0	2.3348
p014	201507	関東	学校立地	0	2.5697
p014	201508	関東	学校立地	0	2.4963
p014	201509	関東	学校立地	0	2.2026
p014	201510	関東	学校立地	0	3.0102
p014	201511	関東	学校立地	0	2.3495
p014	201512	関東	学校立地	0	2.7166
p014	201601	関東	学校立地	0	2.8267
p014	201602	関東	学校立地	0	3.5241
p014	201603	関東	学校立地	0	3.1203
p014	201604	関東	学校立地	0	2.9001
p014	201605	関東	学校立地	0	3.157
p014	201506	関東	観光立地	0	3.4622
p014	201507	関東	観光立地	0	3.0142
p014	201508	関東	観光立地	0	2.9306
p014	201509	関東	観光立地	0	2.7735
p014	201510	関東	観光立地	0	3.4334
p014	201511	関東	観光立地	0	2.889
p014	201512	関東	観光立地	0	2.8569
p014	201601	関東	観光立地	0	2.8067
p014	201602	関東	観光立地	0	3.3017
p014	201603	関東	観光立地	0	3.4435
p014	201604	関東	観光立地	0	3.4456
p014	201605	関東	観光立地	0	3.2334
p014	201506	関東	観光立地	1	7.1883
p014	201507	関東	観光立地	1	6.2473
p014	201508	関東	観光立地	1	7.6689
p014	201509	関東	観光立地	1	6.027
p014	201510	関東	観光立地	1	7.5488
p014	201511	関東	観光立地	1	6.2873
p014	201512	関東	観光立地	1	8.2296
p014	201601	関東	観光立地	1	7.0482
p014	201602	関東	観光立地	1	7.729
p014	201603	関東	観光立地	1	9.6712
p014	201604	関東	観光立地	1	9.1306
p014	201605	関東	観光立地	1	7.6289
p014	201506	近畿	ビジネス立地	0	2.5875
p014	201507	近畿	ビジネス立地	0	2.2565
p014	201508	近畿	ビジネス立地	0	1.9214
p014	201509	近畿	ビジネス立地	0	2.2776
p014	201510	近畿	ビジネス立地	0	2.6207
p014	201511	近畿	ビジネス立地	0	2.2401
p014	201512	近畿	ビジネス立地	0	2.1339
p014	201601	近畿	ビジネス立地	0	2.3455
p014	201602	近畿	ビジネス立地	0	2.4486
p014	201603	近畿	ビジネス立地	0	2.555
p014	201604	近畿	ビジネス立地	0	2.6362
p014	201605	近畿	ビジネス立地	0	2.2977
p014	201506	近畿	住宅立地	0	2.3258
p014	201507	近畿	住宅立地	0	2.0421
p014	201508	近畿	住宅立地	0	2.1951
p014	201509	近畿	住宅立地	0	2.1585
p014	201510	近畿	住宅立地	0	2.5365
p014	201511	近畿	住宅立地	0	1.8722
p014	201512	近畿	住宅立地	0	1.986
p014	201601	近畿	住宅立地	0	2.0293
p014	201602	近畿	住宅立地	0	2.2604
p014	201603	近畿	住宅立地	0	2.4833
p014	201604	近畿	住宅立地	0	2.297
p014	201605	近畿	住宅立地	0	1.9113
p014	201506	近畿	学校立地	0	2.533
p014	201507	近畿	学校立地	0	2.1751
p014	201508	近畿	学校立地	0	2.0099
p014	201509	近畿	学校立地	0	2.5605
p014	201510	近畿	学校立地	0	2.5055
p014	201511	近畿	学校立地	0	1.9548
p014	201512	近畿	学校立地	0	1.6245
p014	201601	近畿	学校立地	0	2.4504
p014	201602	近畿	学校立地	0	2.8909
p014	201603	近畿	学校立地	0	2.6982
p014	201604	近畿	学校立地	0	2.5055
p014	201605	近畿	学校立地	0	2.6156
p014	201506	近畿	観光立地	0	2.5192
p014	201507	近畿	観光立地	0	2.2843
p014	201508	近畿	観光立地	0	1.9432
p014	201509	近畿	観光立地	0	2.005
p014	201510	近畿	観光立地	0	2.5468
p014	201511	近畿	観光立地	0	2.1903
p014	201512	近畿	観光立地	0	2.0773
p014	201601	近畿	観光立地	0	2.0988
p014	201602	近畿	観光立地	0	2.116
p014	201603	近畿	観光立地	0	2.176
p014	201604	近畿	観光立地	0	2.2783
p014	201605	近畿	観光立地	0	2.1716
p014	201506	東北	ビジネス立地	0	2.4124
p014	201507	東北	ビジネス立地	0	2.0243
p014	201508	東北	ビジネス立地	0	1.8222
p014	201509	東北	ビジネス立地	0	1.4317
p014	201510	東北	ビジネス立地	0	2.0
p014	201511	東北	ビジネス立地	0	1.5327
p014	201512	東北	ビジネス立地	0	1.6336
p014	201601	東北	ビジネス立地	0	1.4461
p014	201602	東北	ビジネス立地	0	2.0191
p014	201603	東北	ビジネス立地	0	1.7346
p014	201604	東北	ビジネス立地	0	1.808
p014	201605	東北	ビジネス立地	0	1.9471
p014	201506	東北	住宅立地	0	2.1857
p014	201507	東北	住宅立地	0	1.5786
p014	201508	東北	住宅立地	0	1.508
p014	201509	東北	住宅立地	0	1.5418
p014	201510	東北	住宅立地	0	1.8807
p014	201511	東北	住宅立地	0	1.4741
p014	201512	東北	住宅立地	0	1.5757
p014	201601	東北	住宅立地	0	1.5757
p014	201602	東北	住宅立地	0	1.5418
p014	201603	東北	住宅立地	0	2.4779
p014	201604	東北	住宅立地	0	1.707
p014	201605	東北	住宅立地	0	1.2665
p014	201506	東北	学校立地	0	1.1013
p014	201507	東北	学校立地	0	1.3217
p014	201508	東北	学校立地	0	0.8811
p014	201509	東北	学校立地	0	1.3216
p014	201510	東北	学校立地	0	2.6431
p014	201511	東北	学校立地	0	2.4228
p014	201512	東北	学校立地	0	0.4406
p014	201601	東北	学校立地	0	2.6431
p014	201602	東北	学校立地	0	1.7622
p014	201603	東北	学校立地	0	2.8634
p014	201604	東北	学校立地	0	2.2027
p014	201605	東北	学校立地	0	1.9824
p014	201506	東北	観光立地	0	2.0664
p014	201507	東北	観光立地	0	1.7739
p014	201508	東北	観光立地	0	1.674
p014	201509	東北	観光立地	0	1.5226
p014	201510	東北	観光立地	0	2.0699
p014	201511	東北	観光立地	0	1.5639
p014	201512	東北	観光立地	0	1.6769
p014	201601	東北	観光立地	0	1.5753
p014	201602	東北	観光立地	0	1.6277
p014	201603	東北	観光立地	0	1.805
p014	201604	東北	観光立地	0	1.7677
p014	201605	東北	観光立地	0	1.685
p014	201506	四国	ビジネス立地	0	2.1613
p014	201507	四国	ビジネス立地	0	2.1338
p014	201508	四国	ビジネス立地	0	2.0264
p014	201509	四国	ビジネス立地	0	1.7208
p014	201510	四国	ビジネス立地	0	2.1751
p014	201511	四国	ビジネス立地	0	1.941
p014	201512	四国	ビジネス立地	0	1.4317
p014	201601	四国	ビジネス立地	0	2.12
p014	201602	四国	ビジネス立地	0	1.707
p014	201603	四国	ビジネス立地	0	2.4082
p014	201604	四国	ビジネス立地	0	1.7621
p014	201605	四国	ビジネス立地	0	2.1439
p014	201506	四国	住宅立地	0	1.3767
p014	201507	四国	住宅立地	0	1.3216
p014	201508	四国	住宅立地	0	1.2115
p014	201509	四国	住宅立地	0	1.1564
p014	201510	四国	住宅立地	0	1.5419
p014	201511	四国	住宅立地	0	1.1013
p014	201512	四国	住宅立地	0	1.2665
p014	201601	四国	住宅立地	0	1.2114
p014	201602	四国	住宅立地	0	1.1564
p014	201603	四国	住宅立地	0	1.8723
p014	201604	四国	住宅立地	0	1.597
p014	201605	四国	住宅立地	0	1.4868
p014	201506	四国	学校立地	0	2.0925
p014	201507	四国	学校立地	0	1.3216
p014	201508	四国	学校立地	0	0.8811
p014	201509	四国	学校立地	0	1.3216
p014	201510	四国	学校立地	0	2.8635
p014	201511	四国	学校立地	0	0.6608
p014	201512	四国	学校立地	0	1.4317
p014	201601	四国	学校立地	0	1.1014
p014	201602	四国	学校立地	0	0.8811
p014	201603	四国	学校立地	0	1.3216
p014	201604	四国	学校立地	0	1.4317
p014	201605	四国	学校立地	0	1.3216
p014	201506	四国	観光立地	0	2.2631
p014	201507	四国	観光立地	0	2.0417
p014	201508	四国	観光立地	0	1.7458
p014	201509	四国	観光立地	0	1.6605
p014	201510	四国	観光立地	0	2.1426
p014	201511	四国	観光立地	0	1.694
p014	201512	四国	観光立地	0	1.811
p014	201601	四国	観光立地	0	1.8763
p014	201602	四国	観光立地	0	1.6266
p014	201603	四国	観光立地	0	1.8826
p014	201604	四国	観光立地	0	1.8129
p014	201605	四国	観光立地	0	1.7458
p014	201506	北海道	ビジネス立地	0	2.6048
p014	201507	北海道	ビジネス立地	0	2.5091
p014	201508	北海道	ビジネス立地	0	1.8355
p014	201509	北海道	ビジネス立地	0	2.0973
p014	201510	北海道	ビジネス立地	0	2.5789
p014	201511	北海道	ビジネス立地	0	2.1356
p014	201512	北海道	ビジネス立地	0	1.9915
p014	201601	北海道	ビジネス立地	0	2.2313
p014	201602	北海道	ビジネス立地	0	2.0283
p014	201603	北海道	ビジネス立地	0	2.2485
p014	201604	北海道	ビジネス立地	0	2.845
p014	201605	北海道	ビジネス立地	0	2.5761
p014	201506	北海道	住宅立地	0	2.2638
p014	201507	北海道	住宅立地	0	1.4317
p014	201508	北海道	住宅立地	0	1.5419
p014	201509	北海道	住宅立地	0	1.5639
p014	201510	北海道	住宅立地	0	2.0044
p014	201511	北海道	住宅立地	0	1.3216
p014	201512	北海道	住宅立地	0	1.4427
p014	201601	北海道	住宅立地	0	1.8201
p014	201602	北海道	住宅立地	0	1.7157
p014	201603	北海道	住宅立地	0	2.1447
p014	201604	北海道	住宅立地	0	2.1678
p014	201605	北海道	住宅立地	0	1.9212
p014	201506	北海道	学校立地	0	1.9824
p014	201507	北海道	学校立地	0	1.9824
p014	201508	北海道	学校立地	0	1.3216
p014	201509	北海道	学校立地	0	2.4229
p014	201510	北海道	学校立地	0	2.8633
p014	201511	北海道	学校立地	0	0.8811
p014	201512	北海道	学校立地	0	1.3216
p014	201601	北海道	学校立地	0	3.7443
p014	201602	北海道	学校立地	0	2.8635
p014	201603	北海道	学校立地	0	2.6432
p014	201604	北海道	学校立地	0	3.9646
p014	201605	北海道	学校立地	0	1.7621
p014	201506	北海道	観光立地	0	2.0212
p014	201507	北海道	観光立地	0	1.8956
p014	201508	北海道	観光立地	0	1.7287
p014	201509	北海道	観光立地	0	1.6714
p014	201510	北海道	観光立地	0	2.1047
p014	201511	北海道	観光立地	0	1.6286
p014	201512	北海道	観光立地	0	1.5552
p014	201601	北海道	観光立地	0	1.6196
p014	201602	北海道	観光立地	0	1.7038
p014	201603	北海道	観光立地	0	1.5937
p014	201604	北海道	観光立地	0	2.12
p014	201605	北海道	観光立地	0	2.1249
p014	201506	九州	ビジネス立地	0	3.3773
p014	201507	九州	ビジネス立地	0	2.9919
p014	201508	九州	ビジネス立地	0	2.6676
p014	201509	九州	ビジネス立地	0	2.4718
p014	201510	九州	ビジネス立地	0	2.8981
p014	201511	九州	ビジネス立地	0	2.7384
p014	201512	九州	ビジネス立地	0	2.7384
p014	201601	九州	ビジネス立地	0	2.9467
p014	201602	九州	ビジネス立地	0	2.9705
p014	201603	九州	ビジネス立地	0	3.0539
p014	201604	九州	ビジネス立地	0	3.217
p014	201605	九州	ビジネス立地	0	2.9735
p014	201506	九州	住宅立地	0	2.4229
p014	201507	九州	住宅立地	0	1.899
p014	201508	九州	住宅立地	0	2.0359
p014	201509	九州	住宅立地	0	1.9169
p014	201510	九州	住宅立地	0	2.6848
p014	201511	九州	住宅立地	0	1.8454
p014	201512	九州	住宅立地	0	1.9824
p014	201601	九州	住宅立地	0	2.221
p014	201602	九州	住宅立地	0	2.3066
p014	201603	九州	住宅立地	0	2.2264
p014	201604	九州	住宅立地	0	2.5598
p014	201605	九州	住宅立地	0	2.0895
p014	201506	九州	学校立地	0	3.392
p014	201507	九州	学校立地	0	3.2158
p014	201508	九州	学校立地	0	2.555
p014	201509	九州	学校立地	0	2.0558
p014	201510	九州	学校立地	0	2.79
p014	201511	九州	学校立地	0	3.414
p014	201512	九州	学校立地	0	3.0102
p014	201601	九州	学校立地	0	2.9001
p014	201602	九州	学校立地	0	3.0102
p014	201603	九州	学校立地	0	3.241
p014	201604	九州	学校立地	0	3.9646
p014	201605	九州	学校立地	0	1.9194
p014	201506	九州	観光立地	0	2.4322
p014	201507	九州	観光立地	0	2.0737
p014	201508	九州	観光立地	0	1.8137
p014	201509	九州	観光立地	0	1.8535
p014	201510	九州	観光立地	0	2.6386
p014	201511	九州	観光立地	0	1.9012
p014	201512	九州	観光立地	0	1.8699
p014	201601	九州	観光立地	0	2.1792
p014	201602	九州	観光立地	0	2.3636
p014	201603	九州	観光立地	0	2.4619
p014	201604	九州	観光立地	0	2.4504
p014	201605	九州	観光立地	0	1.9776
p014	201506	中部	ビジネス立地	0	2.5796
p014	201507	中部	ビジネス立地	0	2.4141
p014	201508	中部	ビジネス立地	0	2.1013
p014	201509	中部	ビジネス立地	0	1.9739
p014	201510	中部	ビジネス立地	0	2.3763
p014	201511	中部	ビジネス立地	0	1.8214
p014	201512	中部	ビジネス立地	0	2.1179
p014	201601	中部	ビジネス立地	0	2.1292
p014	201602	中部	ビジネス立地	0	2.3667
p014	201603	中部	ビジネス立地	0	2.5395
p014	201604	中部	ビジネス立地	0	2.5506
p014	201605	中部	ビジネス立地	0	2.2329
p014	201506	中部	住宅立地	0	2.5163
p014	201507	中部	住宅立地	0	2.6765
p014	201508	中部	住宅立地	0	2.0758
p014	201509	中部	住宅立地	0	2.4362
p014	201510	中部	住宅立地	0	3.157
p014	201511	中部	住宅立地	0	2.2827
p014	201512	中部	住宅立地	0	2.0168
p014	201601	中部	住宅立地	0	2.4362
p014	201602	中部	住宅立地	0	2.1092
p014	201603	中部	住宅立地	0	2.7099
p014	201604	中部	住宅立地	0	2.1626
p014	201605	中部	住宅立地	0	2.4028
p014	201506	中部	学校立地	0	2.3494
p014	201507	中部	学校立地	0	1.2482
p014	201508	中部	学校立地	0	1.1014
p014	201509	中部	学校立地	0	1.395
p014	201510	中部	学校立地	0	1.3216
p014	201511	中部	学校立地	0	1.2482
p014	201512	中部	学校立地	0	1.3951
p014	201601	中部	学校立地	0	1.7621
p014	201602	中部	学校立地	0	1.7621
p014	201603	中部	学校立地	0	1.9089
p014	201604	中部	学校立地	0	1.9823
p014	201605	中部	学校立地	0	1.7621
p014	201506	中部	観光立地	0	2.5423
p014	201507	中部	観光立地	0	2.3438
p014	201508	中部	観光立地	0	2.1373
p014	201509	中部	観光立地	0	2.1934
p014	201510	中部	観光立地	0	2.7323
p014	201511	中部	観光立地	0	2.057
p014	201512	中部	観光立地	0	1.9881
p014	201601	中部	観光立地	0	2.0953
p014	201602	中部	観光立地	0	2.2577
p014	201603	中部	観光立地	0	2.3909
p014	201604	中部	観光立地	0	2.4605
p014	201605	中部	観光立地	0	2.2836
p014	201506	中国	ビジネス立地	0	3.9646
p014	201507	中国	ビジネス立地	0	3.2391
p014	201508	中国	ビジネス立地	0	3.2391
p014	201509	中国	ビジネス立地	0	3.3687
p014	201510	中国	ビジネス立地	0	4.3941
p014	201511	中国	ビジネス立地	0	3.5462
p014	201512	中国	ビジネス立地	0	3.0836
p014	201601	中国	ビジネス立地	0	3.6122
p014	201602	中国	ビジネス立地	0	3.3149
p014	201603	中国	ビジネス立地	0	4.0226
p014	201604	中国	ビジネス立地	0	3.9763
p014	201605	中国	ビジネス立地	0	3.879
p014	201506	中国	住宅立地	0	2.6156
p014	201507	中国	住宅立地	0	1.8447
p014	201508	中国	住宅立地	0	1.888
p014	201509	中国	住宅立地	0	1.7132
p014	201510	中国	住宅立地	0	1.9579
p014	201511	中国	住宅立地	0	1.8111
p014	201512	中国	住宅立地	0	1.6153
p014	201601	中国	住宅立地	0	1.86
p014	201602	中国	住宅立地	0	1.9824
p014	201603	中国	住宅立地	0	1.86
p014	201604	中国	住宅立地	0	1.7132
p014	201605	中国	住宅立地	0	1.9334
p014	201510	中国	学校立地	0	2.4228
p014	201511	中国	学校立地	0	1.9824
p014	201512	中国	学校立地	0	2.4228
p014	201601	中国	学校立地	0	1.3217
p014	201602	中国	学校立地	0	2.2026
p014	201603	中国	学校立地	0	2.8633
p014	201604	中国	学校立地	0	2.6431
p014	201605	中国	学校立地	0	2.8633
p014	201506	中国	観光立地	0	2.3813
p014	201507	中国	観光立地	0	2.0459
p014	201508	中国	観光立地	0	1.9478
p014	201509	中国	観光立地	0	2.1486
p014	201510	中国	観光立地	0	2.5059
p014	201511	中国	観光立地	0	2.0227
p014	201512	中国	観光立地	0	2.0998
p014	201601	中国	観光立地	0	2.2362
p014	201602	中国	観光立地	0	2.2748
p014	201603	中国	観光立地	0	2.2736
p014	201604	中国	観光立地	0	2.2246
p014	201605	中国	観光立地	0	1.9346
p015	201506	関東	ビジネス立地	0	3.3361
p015	201507	関東	ビジネス立地	0	3.0384
p015	201508	関東	ビジネス立地	0	2.4172
p015	201509	関東	ビジネス立地	0	2.4339
p015	201510	関東	ビジネス立地	0	3.0396
p015	201511	関東	ビジネス立地	0	2.6927
p015	201512	関東	ビジネス立地	0	2.5572
p015	201601	関東	ビジネス立地	0	2.5196
p015	201602	関東	ビジネス立地	0	2.9503
p015	201603	関東	ビジネス立地	0	3.2027
p015	201604	関東	ビジネス立地	0	3.1631
p015	201605	関東	ビジネス立地	0	2.9184
p015	201506	関東	ビジネス立地	1	7.1387
p015	201507	関東	ビジネス立地	1	7.3028
p015	201508	関東	ビジネス立地	1	5.7295
p015	201509	関東	ビジネス立地	1	6.2758
p015	201510	関東	ビジネス立地	1	6.3531
p015	201511	関東	ビジネス立地	1	5.8353
p015	201512	関東	ビジネス立地	1	5.6121
p015	201601	関東	ビジネス立地	1	5.7179
p015	201602	関東	ビジネス立地	1	6.734
p015	201603	関東	ビジネス立地	1	8.1377
p015	201604	関東	ビジネス立地	1	8.2857
p015	201605	関東	ビジネス立地	1	6.3228
p015	201506	関東	住宅立地	0	2.4753
p015	201507	関東	住宅立地	0	2.276
p015	201508	関東	住宅立地	0	2.0471
p015	201509	関東	住宅立地	0	2.2026
p015	201510	関東	住宅立地	0	2.0963
p015	201511	関東	住宅立地	0	2.4386
p015	201512	関東	住宅立地	0	2.2483
p015	201601	関東	住宅立地	0	2.1413
p015	201602	関東	住宅立地	0	2.2676
p015	201603	関東	住宅立地	0	2.5609
p015	201604	関東	住宅立地	0	2.553
p015	201605	関東	住宅立地	0	2.3695
p015	201506	関東	住宅立地	1	4.3381
p015	201507	関東	住宅立地	1	4.7263
p015	201508	関東	住宅立地	1	3.7169
p015	201509	関東	住宅立地	1	3.882
p015	201510	関東	住宅立地	1	4.2491
p015	201511	関東	住宅立地	1	3.7352
p015	201512	関東	住宅立地	1	3.7061
p015	201601	関東	住宅立地	1	3.6965
p015	201602	関東	住宅立地	1	4.1954
p015	201603	関東	住宅立地	1	5.7791
p015	201604	関東	住宅立地	1	5.8669
p015	201605	関東	住宅立地	1	4.2059
p015	201506	関東	学校立地	0	4.317
p015	201507	関東	学校立地	0	4.1408
p015	201508	関東	学校立地	0	2.9075
p015	201509	関東	学校立地	0	3.3479
p015	201510	関東	学校立地	0	2.9955
p015	201511	関東	学校立地	0	3.7444
p015	201512	関東	学校立地	0	3.9206
p015	201601	関東	学校立地	0	4.0968
p015	201602	関東	学校立地	0	5.11
p015	201603	関東	学校立地	0	4.4052
p015	201604	関東	学校立地	0	3.671
p015	201605	関東	学校立地	0	4.7356
p015	201506	関東	観光立地	0	3.1938
p015	201507	関東	観光立地	0	2.8771
p015	201508	関東	観光立地	0	2.5732
p015	201509	関東	観光立地	0	2.7276
p015	201510	関東	観光立地	0	2.8381
p015	201511	関東	観光立地	0	2.6798
p015	201512	関東	観光立地	0	2.6005
p015	201601	関東	観光立地	0	2.4833
p015	201602	関東	観光立地	0	2.7045
p015	201603	関東	観光立地	0	3.0055
p015	201604	関東	観光立地	0	3.2689
p015	201605	関東	観光立地	0	2.7278
p015	201506	関東	観光立地	1	6.6518
p015	201507	関東	観光立地	1	5.8368
p015	201508	関東	観光立地	1	5.198
p015	201509	関東	観光立地	1	5.1059
p015	201510	関東	観光立地	1	5.7868
p015	201511	関東	観光立地	1	5.5865
p015	201512	関東	観光立地	1	6.3474
p015	201601	関東	観光立地	1	6.027
p015	201602	関東	観光立地	1	7.9513
p015	201603	関東	観光立地	1	10.8586
p015	201604	関東	観光立地	1	9.8014
p015	201605	関東	観光立地	1	7.9292
p015	201506	近畿	ビジネス立地	0	2.3087
p015	201507	近畿	ビジネス立地	0	2.1594
p015	201508	近畿	ビジネス立地	0	1.7489
p015	201509	近畿	ビジネス立地	0	1.8106
p015	201510	近畿	ビジネス立地	0	2.0138
p015	201511	近畿	ビジネス立地	0	1.8722
p015	201512	近畿	ビジネス立地	0	1.6568
p015	201601	近畿	ビジネス立地	0	1.8257
p015	201602	近畿	ビジネス立地	0	1.9516
p015	201603	近畿	ビジネス立地	0	2.139
p015	201604	近畿	ビジネス立地	0	1.9866
p015	201605	近畿	ビジネス立地	0	1.6444
p015	201506	近畿	住宅立地	0	1.914
p015	201507	近畿	住宅立地	0	1.1601
p015	201508	近畿	住宅立地	0	1.3452
p015	201509	近畿	住宅立地	0	1.417
p015	201510	近畿	住宅立地	0	1.6178
p015	201511	近畿	住宅立地	0	1.3713
p015	201512	近畿	住宅立地	0	1.3145
p015	201601	近畿	住宅立地	0	1.4279
p015	201602	近畿	住宅立地	0	1.5565
p015	201603	近畿	住宅立地	0	1.335
p015	201604	近畿	住宅立地	0	1.9194
p015	201605	近畿	住宅立地	0	1.4475
p015	201506	近畿	学校立地	0	1.9824
p015	201507	近畿	学校立地	0	1.597
p015	201508	近畿	学校立地	0	2.8634
p015	201509	近畿	学校立地	0	1.8172
p015	201510	近畿	学校立地	0	1.652
p015	201511	近畿	学校立地	0	1.652
p015	201512	近畿	学校立地	0	1.1564
p015	201601	近畿	学校立地	0	1.9824
p015	201602	近畿	学校立地	0	2.2026
p015	201603	近畿	学校立地	0	2.6431
p015	201604	近畿	学校立地	0	1.707
p015	201605	近畿	学校立地	0	2.2026
p015	201506	近畿	観光立地	0	2.0176
p015	201507	近畿	観光立地	0	1.669
p015	201508	近畿	観光立地	0	1.5738
p015	201509	近畿	観光立地	0	1.7038
p015	201510	近畿	観光立地	0	1.781
p015	201511	近畿	観光立地	0	1.7342
p015	201512	近畿	観光立地	0	1.9564
p015	201601	近畿	観光立地	0	1.8739
p015	201602	近畿	観光立地	0	1.7046
p015	201603	近畿	観光立地	0	1.9296
p015	201604	近畿	観光立地	0	1.8402
p015	201605	近畿	観光立地	0	1.6949
p015	201506	東北	ビジネス立地	0	3.6766
p015	201507	東北	ビジネス立地	0	2.769
p015	201508	東北	ビジネス立地	0	1.9146
p015	201509	東北	ビジネス立地	0	2.0671
p015	201510	東北	ビジネス立地	0	1.8638
p015	201511	東北	ビジネス立地	0	1.9456
p015	201512	東北	ビジネス立地	0	1.9823
p015	201601	東北	ビジネス立地	0	1.9423
p015	201602	東北	ビジネス立地	0	2.2827
p015	201603	東北	ビジネス立地	0	2.1365
p015	201604	東北	ビジネス立地	0	2.1626
p015	201605	東北	ビジネス立地	0	2.1226
p015	201506	東北	住宅立地	0	1.9824
p015	201507	東北	住宅立地	0	1.5859
p015	201508	東北	住宅立地	0	1.7621
p015	201509	東北	住宅立地	0	1.7988
p015	201510	東北	住宅立地	0	1.5786
p015	201511	東北	住宅立地	0	1.2335
p015	201512	東北	住宅立地	0	1.3767
p015	201601	東北	住宅立地	0	1.8172
p015	201602	東北	住宅立地	0	1.8722
p015	201603	東北	住宅立地	0	3.0836
p015	201604	東北	住宅立地	0	1.6677
p015	201605	東北	住宅立地	0	1.416
p015	201506	東北	学校立地	0	3.0836
p015	201507	東北	学校立地	0	3.0836
p015	201508	東北	学校立地	0	1.762
p015	201509	東北	学校立地	0	1.9824
p015	201510	東北	学校立地	0	1.5418
p015	201511	東北	学校立地	0	1.7622
p015	201512	東北	学校立地	0	1.1013
p015	201601	東北	学校立地	0	2.2026
p015	201602	東北	学校立地	0	2.2026
p015	201603	東北	学校立地	0	2.2026
p015	201604	東北	学校立地	0	2.2026
p015	201605	東北	学校立地	0	1.3216
p015	201506	東北	観光立地	0	1.9286
p015	201507	東北	観光立地	0	1.5471
p015	201508	東北	観光立地	0	1.4262
p015	201509	東北	観光立地	0	1.4648
p015	201510	東北	観光立地	0	1.4842
p015	201511	東北	観光立地	0	1.6887
p015	201512	東北	観光立地	0	1.5364
p015	201601	東北	観光立地	0	1.3688
p015	201602	東北	観光立地	0	1.4703
p015	201603	東北	観光立地	0	1.5619
p015	201604	東北	観光立地	0	1.5688
p015	201605	東北	観光立地	0	1.4641
p015	201506	四国	ビジネス立地	0	2.0624
p015	201507	四国	ビジネス立地	0	1.7221
p015	201508	四国	ビジネス立地	0	1.642
p015	201509	四国	ビジネス立地	0	1.5619
p015	201510	四国	ビジネス立地	0	1.8021
p015	201511	四国	ビジネス立地	0	1.5819
p015	201512	四国	ビジネス立地	0	1.1414
p015	201601	四国	ビジネス立地	0	1.4017
p015	201602	四国	ビジネス立地	0	1.5218
p015	201603	四国	ビジネス立地	0	1.8722
p015	201604	四国	ビジネス立地	0	1.86
p015	201605	四国	ビジネス立地	0	1.1748
p015	201506	四国	住宅立地	0	0.2203
p015	201507	四国	住宅立地	0	0.6609
p015	201508	四国	住宅立地	0	0.4406
p015	201509	四国	住宅立地	0	8.59
p015	201510	四国	住宅立地	0	1.7621
p015	201511	四国	住宅立地	0	0.2203
p015	201512	四国	住宅立地	0	0.7343
p015	201601	四国	住宅立地	0	0.5874
p015	201602	四国	住宅立地	0	0.8811
p015	201603	四国	住宅立地	0	0.8077
p015	201604	四国	住宅立地	0	1.2115
p015	201605	四国	住宅立地	0	0.9912
p015	201506	四国	学校立地	0	1.8723
p015	201507	四国	学校立地	0	0.771
p015	201508	四国	学校立地	0	0.881
p015	201509	四国	学校立地	0	0.8811
p015	201510	四国	学校立地	0	0.6608
p015	201511	四国	学校立地	0	0.6609
p015	201512	四国	学校立地	0	1.3216
p015	201601	四国	学校立地	0	1.7621
p015	201602	四国	学校立地	0	0.8811
p015	201603	四国	学校立地	0	1.652
p015	201604	四国	学校立地	0	1.1014
p015	201605	四国	学校立地	0	1.3216
p015	201506	四国	観光立地	0	1.5276
p015	201507	四国	観光立地	0	1.4507
p015	201508	四国	観光立地	0	1.4603
p015	201509	四国	観光立地	0	1.2587
p015	201510	四国	観光立地	0	1.4003
p015	201511	四国	観光立地	0	1.5826
p015	201512	四国	観光立地	0	1.5745
